2	0.117188	-0.105469	0	0.00585938
2	0.117188	-0.105469	1	0.00585938
2	0.121094	-0.109375	2	0.00585938
2	0.117188	-0.105469	3	0.00585938
2	0.117188	-0.105469	4	0.00585938
2	0.117188	-0.105469	5	0.00585938
2	0.121094	-0.109375	6	0.00585938
2	0.128906	-0.117188	7	0.00585938
2	0.128906	-0.117188	8	0.00585938
2	0.125	-0.113281	9	0.00585938
2	0.128906	-0.117188	10	0.00585938
2	0.140625	-0.128906	11	0.00585938
2	0.140625	-0.128906	12	0.00585938
2	0.148438	-0.136719	13	0.00585938
2	0.136719	-0.125	14	0.00585938
2	0.148438	-0.136719	15	0.00585938
2	0.140625	-0.128906	16	0.00585938
2	0.140625	-0.128906	17	0.00585938
2	0.144531	-0.132813	18	0.00585938
2	0.144531	-0.132813	19	0.00585938
2	0.136719	-0.125	20	0.00585938
2	0.140625	-0.128906	21	0.00585938
2	0.144531	-0.132813	22	0.00585938
2	0.144531	-0.132813	23	0.00585938
2	0.140625	-0.128906	24	0.00585938
2	0.140625	-0.128906	25	0.00585938
2	0.140625	-0.128906	26	0.00585938
2	0.144531	-0.132813	27	0.00585938
2	0.144531	-0.132813	28	0.00585938
2	0.132813	-0.121094	29	0.00585938
2	0.136719	-0.125	30	0.00585938
2	0.132813	-0.121094	31	0.00585938
2	0.136719	-0.125	32	0.00585938
2	0.144531	-0.132813	33	0.00585938
2	0.136719	-0.125	34	0.00585938
2	0.140625	-0.128906	35	0.00585938
2	0.140625	-0.128906	36	0.00585938
2	0.144531	-0.132813	37	0.00585938
2	0.140625	-0.128906	38	0.00585938
2	0.140625	-0.128906	39	0.00585938
2	0.144531	-0.132813	40	0.00585938
2	0.152344	-0.140625	41	0.00585938
2	0.15625	-0.144531	42	0.00585938
2	0.152344	-0.140625	43	0.00585938
2	0.15625	-0.144531	44	0.00585938
2	0.15625	-0.144531	45	0.00585938
2	0.15625	-0.144531	46	0.00585938
2	0.148438	-0.136719	47	0.00585938
2	0.15625	-0.144531	48	0.00585938
2	0.152344	-0.140625	49	0.00585938
2	0.15625	-0.144531	50	0.00585938
2	0.148438	-0.136719	51	0.00585938
2	0.15625	-0.144531	52	0.00585938
2	0.15625	-0.144531	53	0.00585938
2	0.164063	-0.152344	54	0.00585938
2	0.160156	-0.148438	55	0.00585938
2	0.152344	-0.140625	56	0.00585938
2	0.152344	-0.140625	57	0.00585938
2	0.15625	-0.144531	58	0.00585938
2	0.152344	-0.140625	59	0.00585938
2	0.152344	-0.140625	60	0.00585938
2	0.148438	-0.136719	61	0.00585938
2	0.148438	-0.136719	62	0.00585938
2	0.152344	-0.140625	63	0.00585938
2	0.148438	-0.136719	64	0.00585938
2	0.148438	-0.136719	65	0.00585938
2	0.144531	-0.132813	66	0.00585938
2	0.152344	-0.140625	67	0.00585938
2	0.15625	-0.144531	68	0.00585938
